date,market,open,close
2019-01-30,Rajdhani Day,290,236
2019-01-31,Madhur Day,138,448
2019-01-31,Madhur Morning,235,466
2019-01-31,Madhur Night,139,346
2019-01-31,Rajdhani Day,166,340
2019-02-01,Madhur Day,137,166
2019-02-01,Madhur Morning,689,599
2019-02-01,Rajdhani Day,139,367
2019-02-02,Madhur Day,279,230
2019-02-02,Madhur Morning,368,344
2019-02-02,Madhur Night,779,125
2019-02-02,Rajdhani Day,688,238
2019-02-03,Madhur Day,467,268
2019-02-03,Madhur Morning,478,168
2019-02-04,Madhur Morning,267,245
2019-02-04,Madhur Night,166,157
2019-02-04,Madhuri,459,236
2019-02-04,Rajdhani Day,129,226
2019-02-05,Madhur Morning,200,248
2019-02-05,Madhur Night,800,130
2019-02-05,Madhuri,358,238
2019-02-05,Rajdhani Day,124,339
2019-02-06,Madhur Morning,346,350
2019-02-06,Madhur Night,249,690
2019-02-06,Madhuri,237,569
2019-02-06,Rajdhani Day,248,180
2019-02-07,Madhur Morning,480,450
2019-02-07,Madhur Night,490,489
2019-02-07,Madhuri,890,255
2019-02-07,Rajdhani Day,147,124
2019-02-08,Madhur Morning,247,458
2019-02-08,Madhuri,149,160
2019-02-08,Rajdhani Day,144,148
2019-02-09,Madhur Morning,159,468
2019-02-09,Madhur Night,334,137
2019-02-09,Madhuri,100,330
2019-02-09,Rajdhani Day,179,178
2019-02-10,Madhur Morning,339,189
2019-02-10,Madhuri,122,899
2019-02-11,Madhur Day,123,780
2019-02-11,Madhur Morning,670,479
2019-02-11,Madhur Night,150,114
2019-02-11,Madhuri,249,149
2019-02-11,Rajdhani Day,466,470
2019-02-12,Madhur Day,260,179
2019-02-12,Madhur Morning,228,177
2019-02-12,Madhur Night,145,235
2019-02-12,Madhuri,233,377
2019-02-12,Rajdhani Day,168,158
2019-02-13,Madhur Day,239,470
2019-02-13,Madhur Morning,339,289
2019-02-13,Madhur Night,128,157
2019-02-13,Madhuri,345,890
2019-02-13,Rajdhani Day,238,680
2019-02-14,Madhur Day,139,126
2019-02-14,Madhur Morning,349,470
2019-02-14,Madhur Night,450,269
2019-02-14,Madhuri,448,345
2019-02-14,Rajdhani Day,579,678
2019-02-15,Madhur Day,389,148
2019-02-15,Madhur Morning,137,559
2019-02-15,Madhuri,338,578
2019-02-15,Rajdhani Day,146,349
2019-02-16,Madhur Day,118,260
2019-02-16,Madhur Morning,189,225
2019-02-16,Madhur Night,468,677
2019-02-16,Madhuri,567,125
2019-02-16,Rajdhani Day,680,125
2019-02-17,Madhur Day,278,249
2019-02-17,Madhur Morning,680,669
2019-02-17,Madhuri,478,248
2019-02-18,Madhur Day,167,569
2019-02-18,Madhur Morning,359,244
2019-02-18,Madhur Night,479,158
2019-02-18,Madhuri,235,567
2019-02-19,Madhur Day,350,125
2019-02-19,Madhur Morning,580,290
2019-02-19,Madhur Night,336,567
2019-02-19,Madhuri,390,125
2019-02-19,Rajdhani Day,468,238
2019-02-20,Madhur Day,245,246
2019-02-20,Madhur Morning,235,347
2019-02-20,Madhur Night,126,237
2019-02-20,Madhuri,359,137
2019-02-20,Rajdhani Day,478,167
2019-02-21,Madhur Day,167,345
2019-02-21,Madhur Morning,380,344
2019-02-21,Madhur Night,240,180
2019-02-21,Madhuri,240,355
2019-02-21,Rajdhani Day,157,499
2019-02-22,Madhur Day,149,137
2019-02-22,Madhur Morning,267,369
2019-02-22,Madhuri,335,188
2019-02-22,Rajdhani Day,246,139
2019-02-23,Madhur Day,348,156
2019-02-23,Madhur Morning,467,145
2019-02-23,Madhur Night,256,667
2019-02-23,Madhuri,120,457
2019-02-23,Rajdhani Day,170,199
2019-02-24,Madhur Day,249,679
2019-02-24,Madhur Morning,450,140
2019-02-24,Madhuri,890,245
2019-02-25,Madhur Day,140,237
2019-02-25,Madhur Morning,345,479
2019-02-25,Madhur Night,690,678
2019-02-25,Madhuri,280,139
2019-02-25,Rajdhani Day,478,128
2019-02-26,Madhur Day,137,169
2019-02-26,Madhur Morning,245,135
2019-02-26,Madhur Night,128,137
2019-02-26,Madhuri,140,259
2019-02-26,Rajdhani Day,558,679
2019-02-27,Madhur Day,289,236
2019-02-27,Madhur Morning,189,157
2019-02-27,Madhur Night,679,379
2019-02-27,Madhuri,240,199
2019-02-27,Rajdhani Day,780,489
2019-02-28,Madhur Day,289,236
2019-02-28,Madhur Morning,129,137
2019-02-28,Madhur Night,366,240
2019-02-28,Madhuri,169,345
2019-02-28,Rajdhani Day,370,799
2019-03-01,Madhur Day,289,236
2019-03-01,Madhur Morning,280,146
2019-03-01,Madhuri,189,126
2019-03-01,Rajdhani Day,390,136
2019-03-02,Madhur Day,466,448
2019-03-02,Madhur Morning,400,125
2019-03-02,Madhur Night,126,230
2019-03-02,Madhuri,346,579
2019-03-02,Rajdhani Day,667,144
2019-03-03,Madhur Day,689,117
2019-03-03,Madhur Morning,770,115
2019-03-03,Madhuri,346,579
2019-03-04,Madhur Day,400,255
2019-03-04,Madhur Morning,189,489
2019-03-04,Madhur Night,160,180
2019-03-04,Madhuri,689,140
2019-03-04,Rajdhani Day,489,178
2019-03-05,Madhur Day,113,567
2019-03-05,Madhur Morning,200,230
2019-03-05,Madhur Night,127,490
2019-03-05,Madhuri,279,257
2019-03-05,Rajdhani Day,167,460
2019-03-06,Madhur Day,116,770
2019-03-06,Madhur Morning,270,269
2019-03-06,Madhur Night,256,240
2019-03-06,Madhuri,237,350
2019-03-06,Rajdhani Day,127,239
2019-03-07,Madhur Day,467,457
2019-03-07,Madhur Morning,248,268
2019-03-07,Madhur Night,138,468
2019-03-07,Madhuri,569,245
2019-03-07,Rajdhani Day,679,199
2019-03-08,Madhur Day,470,249
2019-03-08,Madhur Morning,348,366
2019-03-08,Madhuri,166,169
2019-03-08,Rajdhani Day,133,469
2019-03-09,Madhur Day,147,245
2019-03-09,Madhur Morning,228,368
2019-03-09,Madhuri,590,560
2019-03-09,Rajdhani Day,399,127
2019-03-10,Madhur Day,157,680
2019-03-10,Madhur Morning,258,299
2019-03-10,Madhuri,590,125
2019-03-11,Madhur Day,660,259
2019-03-11,Madhur Morning,477,670
2019-03-11,Madhur Night,889,569
2019-03-11,Madhuri,130,400
2019-03-11,Rajdhani Day,139,800
2019-03-12,Madhur Day,249,189
2019-03-12,Madhur Morning,122,168
2019-03-12,Madhur Night,158,100
2019-03-12,Madhuri,440,147
2019-03-13,Madhur Day,360,279
2019-03-13,Madhur Morning,677,119
2019-03-13,Madhur Night,689,170
2019-03-13,Madhuri,178,689
2019-03-13,Rajdhani Day,690,348
2019-03-14,Madhur Day,670,269
2019-03-14,Madhur Morning,158,150
2019-03-14,Madhur Night,139,114
2019-03-14,Madhuri,678,459
2019-03-14,Rajdhani Day,689,488
2019-03-15,Madhur Day,127,150
2019-03-15,Madhur Morning,579,790
2019-03-15,Madhur Night,146,300
2019-03-15,Madhuri,557,699
2019-03-15,Rajdhani Day,369,136
2019-03-16,Madhur Day,468,578
2019-03-16,Madhur Morning,114,178
2019-03-16,Madhur Night,124,170
2019-03-16,Madhuri,124,380
2019-03-16,Rajdhani Day,348,459
2019-03-17,Madhur Day,189,290
2019-03-17,Madhur Morning,780,280
2019-03-17,Madhuri,125,799
2019-03-18,Madhur Day,800,157
2019-03-18,Madhur Morning,159,129
2019-03-18,Madhur Night,147,390
2019-03-18,Madhuri,599,249
2019-03-18,Rajdhani Day,112,157
2019-03-19,Madhur Day,269,137
2019-03-19,Madhur Morning,470,699
2019-03-19,Madhur Night,139,390
2019-03-19,Madhuri,224,125
2019-03-19,Rajdhani Day,335,239
2019-03-20,Madhur Day,890,467
2019-03-20,Madhur Morning,123,225
2019-03-20,Madhur Night,127,190
2019-03-20,Madhuri,349,159
2019-03-20,Rajdhani Day,336,135
2019-03-21,Madhur Morning,000,000
2019-03-21,Madhuri,158,178
2019-03-22,Madhur Day,299,790
2019-03-22,Madhur Morning,137,156
2019-03-22,Madhur Night,334,489
2019-03-22,Madhuri,479,236
2019-03-22,Rajdhani Day,236,488
2019-03-23,Madhur Day,478,446
2019-03-23,Madhur Morning,146,559
2019-03-23,Madhur Night,188,569
2019-03-23,Madhuri,550,590
2019-03-23,Rajdhani Day,127,679
2019-03-24,Madhur Day,570,127
2019-03-24,Madhur Morning,477,668
2019-03-24,Madhuri,678,240
2019-03-25,Madhur Day,447,588
2019-03-25,Madhur Morning,340,447
2019-03-25,Madhur Night,478,180
2019-03-25,Madhuri,455,124
2019-03-25,Rajdhani Day,256,479
2019-03-26,Madhur Day,228,479
2019-03-26,Madhur Morning,470,569
2019-03-26,Madhur Night,700,300
2019-03-26,Madhuri,689,148
2019-03-26,Rajdhani Day,270,440
2019-03-27,Madhur Day,688,114
2019-03-27,Madhur Morning,368,990
2019-03-27,Madhur Night,890,566
2019-03-27,Madhuri,334,578
2019-03-27,Rajdhani Day,380,799
2019-03-28,Madhur Day,890,689
2019-03-28,Madhur Morning,489,579
2019-03-28,Madhur Night,149,129
2019-03-28,Madhuri,390,689
2019-03-28,Rajdhani Day,350,130
2019-03-29,Madhur Day,223,770
2019-03-29,Madhur Morning,480,478
2019-03-29,Madhur Night,244,459
2019-03-29,Madhuri,489,467
2019-03-29,Rajdhani Day,259,180
2019-03-30,Madhur Day,558,900
2019-03-30,Madhur Morning,340,148
2019-03-30,Madhur Night,488,128
2019-03-30,Madhuri,780,134
2019-03-30,Rajdhani Day,478,670
2019-03-31,Madhur Day,258,269
2019-03-31,Madhur Morning,112,279
2019-03-31,Madhuri,159,678
2019-04-01,Madhur Day,360,137
2019-04-01,Madhur Morning,488,480
2019-04-01,Madhur Night,356,223
2019-04-01,Madhuri,140,460
2019-04-01,Rajdhani Day,235,158
2019-04-02,Madhur Day,680,128
2019-04-02,Madhur Morning,570,112
2019-04-02,Madhur Night,350,335
2019-04-02,Madhuri,156,459
2019-04-02,Rajdhani Day,699,127
2019-04-03,Madhur Day,359,589
2019-04-03,Madhur Morning,900,168
2019-04-03,Madhur Night,445,780
2019-04-03,Madhuri,680,890
2019-04-03,Rajdhani Day,690,269
2019-04-04,Madhur Day,460,237
2019-04-04,Madhur Morning,570,280
2019-04-04,Madhur Night,277,460
2019-04-04,Madhuri,248,228
2019-04-04,Rajdhani Day,233,280
2019-04-05,Madhur Day,334,559
2019-04-05,Madhur Morning,357,248
2019-04-05,Madhur Night,480,127
2019-04-05,Madhuri,278,189
2019-04-05,Rajdhani Day,269,288
2019-04-06,Madhur Day,679,235
2019-04-06,Madhur Morning,478,258
2019-04-06,Madhur Night,125,690
2019-04-06,Madhuri,456,236
2019-04-06,Rajdhani Day,249,470
2019-04-07,Madhur Day,790,127
2019-04-07,Madhur Morning,780,360
2019-04-07,Madhuri,144,780
2019-04-08,Madhur Day,399,280
2019-04-08,Madhur Morning,140,788
2019-04-08,Madhur Night,137,260
2019-04-08,Madhuri,278,178
2019-04-08,Rajdhani Day,359,447
2019-04-09,Madhur Day,688,244
2019-04-09,Madhur Morning,269,670
2019-04-09,Madhur Night,679,156
2019-04-09,Madhuri,689,188
2019-04-09,Rajdhani Day,489,790
2019-04-10,Madhur Day,248,145
2019-04-10,Madhur Morning,478,448
2019-04-10,Madhur Night,135,267
2019-04-10,Madhuri,122,134
2019-04-10,Rajdhani Day,189,149
2019-04-11,Madhur Day,147,339
2019-04-11,Madhur Morning,357,360
2019-04-11,Madhur Night,126,345
2019-04-11,Madhuri,139,459
2019-04-11,Rajdhani Day,138,266
2019-04-12,Madhur Day,134,224
2019-04-12,Madhur Morning,450,468
2019-04-12,Madhur Night,240,237
2019-04-12,Madhuri,457,130
2019-04-12,Rajdhani Day,356,368
2019-04-13,Madhur Day,700,144
2019-04-13,Madhur Morning,126,157
2019-04-13,Madhur Night,245,270
2019-04-13,Madhuri,228,289
2019-04-13,Rajdhani Day,135,269
2019-04-14,Madhur Day,478,458
2019-04-14,Madhur Morning,249,458
2019-04-14,Madhuri,289,679
2019-04-15,Madhur Day,458,280
2019-04-15,Madhur Morning,359,137
2019-04-15,Madhur Night,138,246
2019-04-15,Madhuri,679,446
2019-04-15,Rajdhani Day,469,600
2019-04-16,Madhur Day,180,378
2019-04-16,Madhur Morning,249,247
2019-04-16,Madhur Night,780,568
2019-04-16,Madhuri,110,579
2019-04-16,Rajdhani Day,259,567
2019-04-17,Madhur Day,139,589
2019-04-17,Madhur Morning,140,335
2019-04-17,Madhur Night,236,690
2019-04-17,Madhuri,180,278
2019-04-17,Rajdhani Day,340,499
2019-04-18,Madhur Day,469,340
2019-04-18,Madhur Morning,350,400
2019-04-18,Madhur Night,134,449
2019-04-18,Madhuri,180,568
2019-04-18,Rajdhani Day,460,680
2019-04-19,Madhur Day,233,234
2019-04-19,Madhur Morning,156,457
2019-04-19,Madhur Night,129,368
2019-04-19,Madhuri,122,567
2019-04-19,Rajdhani Day,200,256
2019-04-20,Madhur Day,266,478
2019-04-20,Madhur Morning,140,289
2019-04-20,Madhur Night,220,670
2019-04-20,Madhuri,346,135
2019-04-20,Rajdhani Day,489,366
2019-04-21,Madhur Day,468,458
2019-04-21,Madhur Morning,799,600
2019-04-21,Madhuri,226,129
2019-04-22,Madhur Day,567,118
2019-04-22,Madhur Morning,680,577
2019-04-22,Madhur Night,160,257
2019-04-22,Madhuri,800,146
2019-04-22,Rajdhani Day,280,190
2019-04-23,Madhur Day,137,380
2019-04-23,Madhur Morning,468,779
2019-04-23,Madhur Night,356,370
2019-04-23,Madhuri,146,359
2019-04-23,Rajdhani Day,358,136
2019-04-24,Madhur Day,450,158
2019-04-24,Madhur Morning,127,390
2019-04-24,Madhur Night,139,490
2019-04-24,Madhuri,148,590
2019-04-25,Madhur Day,569,770
2019-04-25,Madhur Morning,566,180
2019-04-25,Madhur Night,269,339
2019-04-25,Madhuri,477,369
2019-04-25,Rajdhani Day,460,447
2019-04-26,Madhur Day,360,380
2019-04-26,Madhur Morning,458,899
2019-04-26,Madhur Night,478,189
2019-04-26,Madhuri,468,460
2019-04-26,Rajdhani Day,220,249
2019-04-27,Madhur Day,128,389
2019-04-27,Madhur Morning,260,155
2019-04-27,Madhur Night,137,259
2019-04-27,Madhuri,560,455
2019-04-27,Rajdhani Day,570,449
2019-04-28,Madhur Day,488,269
2019-04-28,Madhur Morning,157,122
2019-04-28,Madhuri,280,144
2019-04-29,Madhur Day,445,889
2019-04-29,Madhur Morning,458,379
2019-04-29,Madhur Night,289,238
2019-04-29,Madhuri,267,899
2019-04-29,Rajdhani Day,190,158
2019-04-30,Madhur Day,578,256
2019-04-30,Madhur Morning,158,489
2019-04-30,Madhur Night,479,246
2019-04-30,Madhuri,228,166
2019-04-30,Rajdhani Day,458,356
2019-05-01,Madhur Day,356,668
2019-05-01,Madhur Morning,170,280
2019-05-01,Madhur Night,559,229
2019-05-01,Madhuri,880,369
2019-05-01,Rajdhani Day,137,236
2019-05-02,Madhur Day,337,356
2019-05-02,Madhur Morning,466,788
2019-05-02,Madhur Night,370,677
2019-05-02,Madhuri,590,445
2019-05-02,Rajdhani Day,889,345
2019-05-03,Madhur Day,245,160
2019-05-03,Madhur Morning,990,346
2019-05-03,Madhur Night,349,168
2019-05-03,Madhuri,250,169
2019-05-03,Rajdhani Day,178,230
2019-05-04,Madhur Day,278,599
2019-05-04,Madhur Morning,679,366
2019-05-04,Madhur Night,570,367
2019-05-04,Madhuri,239,156
2019-05-04,Rajdhani Day,600,358
2019-05-05,Madhur Day,114,123
2019-05-05,Madhur Morning,123,577
2019-05-05,Madhuri,560,279
2019-05-06,Madhur Day,560,489
2019-05-06,Madhur Morning,157,579
2019-05-06,Madhur Night,600,227
2019-05-06,Madhuri,125,234
2019-05-06,Rajdhani Day,170,400
2019-05-07,Madhur Day,300,359
2019-05-07,Madhur Morning,125,246
2019-05-07,Madhur Night,178,778
2019-05-07,Madhuri,560,368
2019-05-07,Rajdhani Day,370,189
2019-05-08,Madhur Day,568,567
2019-05-08,Madhur Morning,468,159
2019-05-08,Madhur Night,348,237
2019-05-08,Madhuri,129,346
2019-05-08,Rajdhani Day,459,120
2019-05-09,Madhur Day,680,228
2019-05-09,Madhur Morning,150,188
2019-05-09,Madhur Night,256,459
2019-05-09,Madhuri,578,139
2019-05-09,Rajdhani Day,448,568
2019-05-10,Madhur Day,168,244
2019-05-10,Madhur Morning,168,140
2019-05-10,Madhur Night,236,160
2019-05-10,Madhuri,158,567
2019-05-10,Rajdhani Day,566,114
2019-05-11,Madhur Day,680,135
2019-05-11,Madhur Morning,126,669
2019-05-11,Madhur Night,236,160
2019-05-11,Madhuri,180,456
2019-05-11,Rajdhani Day,359,489
2019-05-12,Madhur Day,259,779
2019-05-12,Madhur Morning,478,126
2019-05-13,Madhur Day,800,780
2019-05-13,Madhur Morning,170,134
2019-05-13,Madhur Night,458,238
2019-05-13,Rajdhani Day,480,280
2019-05-14,Madhur Day,780,168
2019-05-14,Madhur Morning,677,667
2019-05-14,Madhur Night,346,158
2019-05-14,Rajdhani Day,770,470
2019-05-15,Madhur Day,157,139
2019-05-15,Madhur Morning,460,349
2019-05-15,Madhur Night,680,169
2019-05-15,Rajdhani Day,180,278
2019-05-16,Madhur Day,780,470
2019-05-16,Madhur Morning,468,679
2019-05-16,Madhur Night,260,367
2019-05-16,Rajdhani Day,338,129
2019-05-17,Madhur Day,157,277
2019-05-17,Madhur Morning,789,349
2019-05-17,Madhur Night,226,135
2019-05-17,Rajdhani Day,128,369
2019-05-18,Madhur Day,124,236
2019-05-18,Madhur Morning,367,348
2019-05-18,Madhur Night,112,468
2019-05-18,Rajdhani Day,288,578
2019-05-19,Madhur Day,568,126
2019-05-19,Madhur Morning,266,678
2019-05-19,Madhuri,258,169
2019-05-20,Madhur Day,359,247
2019-05-20,Madhur Morning,223,477
2019-05-20,Madhur Night,689,189
2019-05-20,Madhuri,670,446
2019-05-20,Rajdhani Day,577,458
2019-05-21,Madhur Day,560,166
2019-05-21,Madhur Morning,266,469
2019-05-21,Madhur Night,490,360
2019-05-21,Madhuri,168,155
2019-05-21,Rajdhani Day,278,580
2019-05-22,Madhur Day,234,240
2019-05-22,Madhur Morning,340,578
2019-05-22,Madhur Night,489,170
2019-05-22,Madhuri,166,339
2019-05-22,Rajdhani Day,569,467
2019-05-23,Madhur Day,134,167
2019-05-23,Madhur Morning,168,130
2019-05-23,Madhur Night,399,690
2019-05-23,Madhuri,359,788
2019-05-23,Rajdhani Day,167,660
2019-05-24,Madhur Day,167,227
2019-05-24,Madhur Morning,140,560
2019-05-24,Madhur Night,289,399
2019-05-24,Madhuri,280,125
2019-05-24,Rajdhani Day,689,290
2019-05-25,Madhur Day,279,379
2019-05-25,Madhur Morning,369,570
2019-05-25,Madhur Night,140,568
2019-05-25,Madhuri,249,159
2019-05-25,Rajdhani Day,116,267
2019-05-26,Madhur Day,890,236
2019-05-26,Madhur Morning,177,680
2019-05-27,Madhur Day,348,489
2019-05-27,Madhur Morning,159,259
2019-05-27,Madhur Night,230,135
2019-05-27,Rajdhani Day,780,130
2019-05-28,Madhur Day,679,468
2019-05-28,Madhur Morning,156,146
2019-05-28,Madhur Night,248,570
2019-05-28,Rajdhani Day,137,890
2019-05-29,Madhur Day,230,137
2019-05-29,Madhur Morning,680,130
2019-05-29,Madhur Night,249,170
2019-05-29,Rajdhani Day,270,577
2019-05-30,Madhur Day,179,679
2019-05-30,Madhur Morning,260,237
2019-05-30,Madhur Night,345,890
2019-05-30,Rajdhani Day,130,280
2019-05-31,Madhur Day,179,148
2019-05-31,Madhur Morning,120,260
2019-05-31,Madhur Night,147,380
2019-05-31,Rajdhani Day,134,257
2019-06-01,Madhur Day,578,138
2019-06-01,Madhur Morning,238,467
2019-06-01,Madhur Night,157,247
2019-06-01,Rajdhani Day,356,120
2019-06-02,Madhur Day,138,170
2019-06-02,Madhur Morning,589,245
2019-06-02,Madhuri,133,140
2019-06-03,Madhur Day,110,238
2019-06-03,Madhur Morning,234,269
2019-06-03,Madhur Night,289,145
2019-06-03,Madhuri,480,450
2019-06-03,Rajdhani Day,447,138
2019-06-04,Madhur Day,269,147
2019-06-04,Madhur Morning,245,225
2019-06-04,Madhur Night,147,100
2019-06-04,Madhuri,370,234
2019-06-04,Rajdhani Day,267,680
2019-06-05,Madhur Day,169,178
2019-06-05,Madhur Morning,567,225
2019-06-05,Madhur Night,590,690
2019-06-05,Madhuri,267,159
2019-06-05,Rajdhani Day,380,137
2019-06-06,Madhur Day,134,247
2019-06-06,Madhur Morning,680,347
2019-06-06,Madhur Night,189,146
2019-06-06,Madhuri,348,589
2019-06-06,Rajdhani Day,900,489
2019-06-07,Madhur Day,149,134
2019-06-07,Madhur Morning,590,123
2019-06-07,Madhur Night,228,120
2019-06-07,Madhuri,589,350
2019-06-07,Rajdhani Day,377,139
2019-06-08,Madhur Day,159,590
2019-06-08,Madhur Morning,157,266
2019-06-08,Madhur Night,299,700
2019-06-08,Madhuri,139,230
2019-06-08,Rajdhani Day,236,347
2019-06-09,Madhur Day,189,134
2019-06-09,Madhur Morning,690,467
2019-06-09,Madhuri,689,130
2019-06-10,Madhur Day,568,668
2019-06-10,Madhur Morning,367,670
2019-06-10,Madhur Night,146,250
2019-06-10,Madhuri,489,260
2019-06-10,Rajdhani Day,200,237
2019-06-11,Madhur Day,135,670
2019-06-11,Madhur Morning,288,250
2019-06-11,Madhur Night,788,677
2019-06-11,Madhuri,135,158
2019-06-11,Rajdhani Day,123,170
2019-06-12,Madhur Day,234,360
2019-06-12,Madhur Morning,680,249
2019-06-12,Madhur Night,568,228
2019-06-12,Madhuri,189,259
2019-06-12,Rajdhani Day,146,579
2019-06-13,Madhur Day,150,167
2019-06-13,Madhur Morning,268,178
2019-06-13,Madhur Night,270,268
2019-06-13,Madhuri,134,168
2019-06-13,Rajdhani Day,169,569
2019-06-14,Madhur Day,248,147
2019-06-14,Madhur Morning,116,257
2019-06-14,Madhur Night,160,168
2019-06-14,Madhuri,467,113
2019-06-14,Rajdhani Day,138,170
2019-06-15,Madhur Day,270,899
2019-06-15,Madhur Morning,990,790
2019-06-15,Madhur Night,268,357
2019-06-15,Madhuri,330,260
2019-06-15,Rajdhani Day,337,679
2019-06-16,Madhur Day,137,566
2019-06-16,Madhur Morning,139,460
2019-06-16,Madhuri,224,360
2019-06-17,Madhur Day,899,177
2019-06-17,Madhur Morning,567,246
2019-06-17,Madhur Night,239,578
2019-06-17,Madhuri,158,269
2019-06-17,Rajdhani Day,557,115
2019-06-18,Madhur Day,250,147
2019-06-18,Madhur Morning,189,110
2019-06-18,Madhur Night,169,144
2019-06-18,Madhuri,247,115
2019-06-18,Rajdhani Day,240,300
2019-06-19,Madhur Day,112,778
2019-06-19,Madhur Morning,126,359
2019-06-19,Madhur Night,670,690
2019-06-19,Madhuri,128,148
2019-06-19,Rajdhani Day,690,480
2019-06-20,Madhur Day,489,256
2019-06-20,Madhur Morning,478,566
2019-06-20,Madhur Night,169,118
2019-06-20,Madhuri,199,238
2019-06-20,Rajdhani Day,368,249
2019-06-21,Madhur Day,138,199
2019-06-21,Madhur Morning,568,236
2019-06-21,Madhur Night,137,259
2019-06-21,Madhuri,300,240
2019-06-21,Rajdhani Day,340,128
2019-06-22,Madhur Day,289,110
2019-06-22,Madhur Morning,390,679
2019-06-22,Madhur Night,579,167
2019-06-22,Madhuri,188,370
2019-06-22,Rajdhani Day,138,370
2019-06-23,Madhur Day,168,250
2019-06-23,Madhur Morning,134,468
2019-06-23,Madhuri,225,550
2019-06-24,Madhur Day,237,340
2019-06-24,Madhur Morning,668,579
2019-06-24,Madhur Night,229,599
2019-06-24,Madhuri,290,570
2019-06-24,Rajdhani Day,280,270
2019-06-25,Madhur Day,224,578
2019-06-25,Madhur Morning,140,468
2019-06-25,Madhur Night,110,580
2019-06-25,Madhuri,159,167
2019-06-25,Rajdhani Day,267,167
2019-06-26,Madhur Day,560,148
2019-06-26,Madhur Morning,780,599
2019-06-26,Madhur Night,229,145
2019-06-26,Madhuri,899,460
2019-06-26,Rajdhani Day,899,460
2019-06-27,Madhur Day,489,467
2019-06-27,Madhur Morning,239,667
2019-06-27,Madhur Night,258,280
2019-06-27,Madhuri,148,269
2019-06-27,Rajdhani Day,148,169
2019-06-28,Madhur Day,680,799
2019-06-28,Madhur Morning,348,558
2019-06-28,Madhur Night,580,668
2019-06-28,Madhuri,690,600
2019-06-28,Rajdhani Day,122,780
2019-06-29,Madhur Day,248,569
2019-06-29,Madhur Morning,590,600
2019-06-29,Madhur Night,489,126
2019-06-29,Madhuri,128,228
2019-06-29,Rajdhani Day,123,299
2019-06-30,Madhur Day,158,144
2019-06-30,Madhur Morning,199,116
2019-06-30,Madhuri,556,159
2019-07-01,Madhur Day,900,690
2019-07-01,Madhur Morning,568,577
2019-07-01,Madhur Night,230,890
2019-07-01,Madhuri,148,359
2019-07-01,Rajdhani Day,233,128
2019-07-02,Madhur Day,149,450
2019-07-02,Madhur Morning,369,340
2019-07-02,Madhur Night,246,237
2019-07-02,Madhuri,145,229
2019-07-02,Rajdhani Day,149,460
2019-07-03,Madhur Day,128,567
2019-07-03,Madhur Morning,180,157
2019-07-03,Madhur Night,457,256
2019-07-03,Madhuri,259,149
2019-07-03,Rajdhani Day,159,349
2019-07-04,Madhur Day,568,445
2019-07-04,Madhur Morning,239,256
2019-07-04,Madhur Night,689,277
2019-07-04,Madhuri,677,144
2019-07-04,Rajdhani Day,890,199
2019-07-05,Madhur Day,180,790
2019-07-05,Madhur Morning,468,680
2019-07-05,Madhur Night,457,579
2019-07-05,Madhuri,356,690
2019-07-05,Rajdhani Day,357,179
2019-07-06,Madhur Day,248,557
2019-07-06,Madhur Morning,237,899
2019-07-06,Madhur Night,168,570
2019-07-06,Madhuri,688,399
2019-07-06,Rajdhani Day,577,128
2019-07-07,Madhur Day,780,114
2019-07-07,Madhur Morning,467,234
2019-07-07,Madhuri,148,899
2019-07-08,Madhur Day,568,256
2019-07-08,Madhur Morning,134,478
2019-07-08,Madhuri,135,159
2019-07-08,Rajdhani Day,125,480
2019-07-09,Madhur Day,567,149
2019-07-09,Madhur Morning,129,120
2019-07-09,Madhur Night,300,890
2019-07-09,Madhuri,456,558
2019-07-09,Rajdhani Day,568,260
2019-07-10,Madhur Day,123,789
2019-07-10,Madhur Morning,256,456
2019-07-10,Madhur Night,340,160
2019-07-10,Madhuri,258,335
2019-07-10,Rajdhani Day,357,257
2019-07-11,Madhur Day,300,679
2019-07-11,Madhur Morning,358,159
2019-07-11,Madhur Night,469,157
2019-07-11,Madhuri,556,269
2019-07-11,Rajdhani Day,460,267
2019-07-12,Madhur Day,135,488
2019-07-12,Madhur Morning,145,228
2019-07-12,Madhur Night,118,258
2019-07-12,Madhuri,488,135
2019-07-12,Rajdhani Day,335,136
2019-07-13,Madhur Day,467,670
2019-07-13,Madhur Morning,158,580
2019-07-13,Madhur Night,790,136
2019-07-13,Madhuri,680,478
2019-07-13,Rajdhani Day,148,356
2019-07-14,Madhur Day,689,126
2019-07-14,Madhur Morning,268,145
2019-07-14,Madhuri,460,356
2019-07-15,Madhur Day,569,347
2019-07-15,Madhur Morning,258,589
2019-07-15,Madhur Night,357,489
2019-07-15,Madhuri,230,550
2019-07-15,Rajdhani Day,566,269
2019-07-16,Madhur Day,150,590
2019-07-16,Madhur Morning,137,127
2019-07-16,Madhur Night,138,236
2019-07-16,Madhuri,236,237
2019-07-16,Rajdhani Day,390,346
2019-07-17,Madhur Day,358,157
2019-07-17,Madhur Morning,289,568
2019-07-17,Madhur Night,130,346
2019-07-17,Madhuri,255,799
2019-07-17,Rajdhani Day,236,160
2019-07-18,Madhur Day,690,245
2019-07-18,Madhur Morning,157,134
2019-07-18,Madhur Night,268,579
2019-07-18,Madhuri,290,249
2019-07-18,Rajdhani Day,259,267
2019-07-19,Madhur Day,129,579
