date,market,open,close
2023-05-08,Main Bazar,178,699
2023-05-08,Milan Day,560,478
2023-05-08,Milan Morning,134,168
2023-05-08,Milan Night,139,127
2023-05-08,Rajdhani Day,157,490
2023-05-08,Rajdhani Night,677,110
2023-05-08,Sridevi,233,189
2023-05-08,Sridevi Night,457,126
2023-05-08,Supreme Day,349,236
2023-05-08,Supreme Night,890,458
2023-05-08,Tara Mumbai Day,890,456
2023-05-08,Time Bazar,449,990
2023-05-09,Kalyan,229,124
2023-05-09,Kalyan Morning,234,567
2023-05-09,Kalyan Night,260,660
